,original,prediction
34468,1343.0,1105.0
34469,12312.0,15717.0
34470,12276.0,7305.0
34471,7626.0,3172.0
34472,1680.0,1324.0
34473,172582.0,86876.0
34474,1375.0,1923.0
34475,4003.0,3196.0
34476,3641.0,1715.0
34477,1432.0,1355.0
34478,27207.0,5597.0
34479,17158.0,11857.0
34480,1257.0,1056.0
34481,1172.0,1078.0
34482,20759.0,14221.0
34483,34999.0,7224.0
34484,5408.0,2843.0
34485,1930.0,1662.0
34486,11768.0,8872.0
34487,1622.0,1105.0
34488,6977.0,5937.0
34489,63422.0,49851.666666666664
34490,2466.0,2150.6666666666665
34491,1117.0,2188.0
34492,18274.0,15485.333333333334
34493,1518.0,1140.0
34494,5328.0,5024.0
34495,1432.0,1321.0
34496,1205.0,1564.0
34497,2877.0,2405.6666666666665
34498,50125.0,54555.666666666664
34499,3444.0,3818.0
34500,9329.0,6495.666666666667
34501,1177.0,1344.0
34502,1095.0,1798.0
34503,1415.0,2086.6666666666665
34504,9660.0,8370.333333333334
34505,11337.0,11995.0
34506,10209.0,8459.333333333334
34507,2931.0,2974.3333333333335
34508,1652.0,1662.0
34509,3543.0,2242.0
34510,2092.0,2372.0
34511,3630.0,3941.0
34512,3016.0,3014.6666666666665
34513,2877.0,4993.0
34514,1285.0,3447.0
34515,4848.0,2709.0
34516,1276.0,1351.0
34517,1639.0,1993.0
34518,18895.0,22390.0
34519,3300.0,5494.0
34520,1209.0,2344.0
34521,5768.0,9858.0
34522,2797.0,4462.0
34523,2844.0,4438.0
34524,1056.0,1170.0
34525,158171.0,103285.0
34526,3640.0,2892.0
34527,1245.0,2902.0
34528,2127.0,2036.0
34529,1643.0,2154.0
34530,2507.0,3926.0
34531,5070.0,5734.0
34532,4786.0,6097.0
34533,9243.0,9961.0
34534,9771.0,10074.0
34535,16649.0,18448.0
34536,2820.0,2652.0
34537,77990.0,49809.0
34538,11743.0,16253.0
34539,2548.0,5034.0
34540,1385.0,1457.0
34541,7545.0,6396.0
34542,8549.0,2115.0
34543,1104.0,1026.0
34544,1226.0,1325.0
34545,1089.0,1508.0
34546,2215.0,1236.0
34547,12454.0,6584.0
34548,1196.0,2030.0
34549,2940.0,2075.0
34550,1085.0,1481.0
34551,2161.0,2402.0
34552,3003.0,2131.5
34553,2751.0,2617.0
34554,2418.0,1508.5
34555,2449.0,1414.0
34556,13240.0,8301.0
34557,5551.0,3500.0
34558,1903.0,1107.0
34559,12342.0,4717.0
34560,8030.0,3165.0
34561,81768.0,62626.0
34562,112628.0,63991.0
34563,2225.0,1298.0
34564,15260.0,7125.0
34565,7656.0,5048.0
34566,20641.0,14581.0
34567,5699.0,3216.0
34568,1336.0,1601.0
34569,2953.0,2510.5
34570,1021.0,1747.0
34571,1273.0,1301.5
34572,1280.0,1071.0
34573,1159.0,1221.0
34574,1907.0,2656.5
34575,2530.0,2262.25
34576,3973.0,1957.3333333333333
34577,10563.0,7813.0
34578,1141.0,1772.0
34579,1097.0,1287.0
34580,6456.0,6239.75
34581,61677.0,46912.5
34582,1052.0,2159.0
34583,13656.0,6586.75
34584,2642.0,2818.75
34585,1303.0,1758.0
34586,1089.0,1448.5
34587,2769.0,4257.75
34588,6639.0,6289.5
34589,1075.0,1697.0
34590,2042.0,3732.6666666666665
34591,1138.0,1215.0
34592,5274.0,3704.5
34593,1538.0,2021.0
34594,4091.0,3338.0
34595,3734.0,4257.75
34596,7929.0,7710.5
34597,49885.0,52268.5
34598,21966.0,11535.75
34599,2353.0,2436.5
34600,2253.0,1106.0
34601,9313.0,4878.5
34602,2564.0,3634.6666666666665
34603,1591.0,1283.0
34604,1860.0,1033.0
34605,1931.0,1933.0
34606,3042.0,4135.0
34607,8344.0,1708.0
34608,1258.0,1430.0
34609,2815.0,1244.0
34610,61838.0,22006.0
34611,9243.0,6690.0
34612,14766.0,6530.0
34613,6644.0,1598.0
34614,6423.0,8217.0
34615,72885.0,73788.33333333333
34616,1768.0,1509.0
34617,2774.0,2936.0
34618,4152.0,1140.0
34619,1335.0,2479.5
34620,1175.0,1685.0
34621,1441.0,1469.5
34622,3000.0,3197.0
34623,4519.0,3177.0
34624,9220.0,7798.0
34625,1018.0,2005.0
34626,20206.0,21727.0
34627,12530.0,13864.0
34628,102511.0,94795.5
34629,12666.0,11613.0
34630,2245.0,2847.0
34631,4687.0,4430.0
34632,1110.0,2320.0
34633,4195.0,7381.0
34634,2711.0,2060.0
34635,2557.0,6061.0
34636,1283.0,1061.0
34637,2708.0,3000.0
34638,11251.0,6226.0
34639,3548.0,2553.0
34640,15372.0,9997.5
34641,1932.0,1971.0
34642,1954.0,1119.0
34643,12017.0,9419.0
34644,7845.0,7276.5
34645,4296.0,4150.5
34646,4145.0,3279.0
34647,5948.0,5481.5
34648,1788.0,1800.0
34649,78925.0,48021.0
34650,3076.0,1009.0
34651,11914.0,6920.0
34652,3590.0,2175.0
34653,7231.0,7541.0
34654,26707.0,12736.5
34655,146772.0,23988.0
34656,1565.0,1285.0
34657,12126.0,6182.0
34658,85214.0,60499.5
34659,1293.0,1368.0
34660,16009.0,15876.0
34661,1994.0,2964.0
34662,1962.0,1142.0
34663,1362.0,1698.0
34664,2022.0,3369.0
34665,2452.0,1285.0
34666,1277.0,1596.0
34667,21192.0,15164.5
34668,1796.0,1172.0
34669,4074.0,2455.0
34670,16559.0,5486.0
34671,20352.0,4718.666666666667
34672,4337.0,2503.0
34673,9420.0,7235.5
34674,4405.0,1101.0
34675,4735.0,2516.75
34676,6184.0,1279.0
34677,4425.0,5031.0
34678,1525.0,1285.0
34679,20737.0,8274.0
34680,1115.0,2219.0
34681,13145.0,12614.0
34682,1670.0,2202.0
34683,4280.0,3537.0
34684,4735.0,3006.0
34685,3180.0,2268.0
34686,1684.0,1095.0
34687,11651.0,5537.5
34688,6046.0,2970.0
34689,1631.0,1460.0
34690,2031.0,1071.0
34691,1487.0,1170.0
34692,14600.0,10916.0
34693,2499.0,1037.0
34694,2696.0,3001.0
34695,1042.0,1646.0
34696,13495.0,3576.0
34697,5797.0,6463.0
34698,16310.0,13385.0
34699,115258.0,128340.0
34700,1662.0,1893.0
34701,1597.0,2489.0
34702,12633.0,7836.0
34703,2506.0,1119.0
34704,13037.0,3558.0
34705,2556.0,1862.0
34706,1252.0,1021.0
34707,3940.0,1098.0
34708,85970.0,23206.0
34709,12991.0,4933.0
34710,2663.0,2645.0
34711,2724.0,1719.0
34712,2880.0,1421.0
34713,1409.0,1184.0
34714,2593.0,1862.0
34715,3177.0,2756.0
34716,2923.0,3818.0
34717,9969.0,5267.0
34718,2627.0,1995.0
34719,3842.0,2361.0
34720,20212.0,11957.0
34721,17204.0,8152.0
34722,9667.0,1567.0
34723,3612.0,4149.0
34724,26392.0,7731.5
34725,11487.0,3646.5
34726,6280.0,1324.0
34727,4303.0,3158.0
34728,2512.0,1170.0
34729,13900.0,15932.0
34730,1480.0,1160.0
34731,134560.0,98516.0
34732,15579.0,17927.0
34733,22343.0,20976.0
34734,1060.0,1760.0
34735,1007.0,1760.0
34736,3529.0,3028.0
34737,1450.0,1338.0
34738,5207.0,1079.0
34739,3373.0,1417.0
34740,4244.0,4349.0
34741,3112.0,2099.0
34742,2158.0,1102.0
34743,1160.0,1318.0
34744,7343.0,5060.5
34745,2337.0,1820.0
34746,1578.0,2690.0
34747,4648.0,4179.0
34748,13923.0,8025.0
34749,1484.0,3656.0
34750,2248.0,1631.0
34751,1534.0,1760.0
34752,73027.0,58851.0
34753,2857.0,1538.0
34754,9730.0,8640.0
34755,5535.0,11008.0
34756,24647.0,5466.0
34757,1357.0,1318.0
34758,4400.0,2661.5
34759,2134.0,2575.0
34760,1110.0,1456.0
34761,1179.0,2190.0
34762,3265.0,2285.0
34763,11022.0,9548.0
34764,2749.0,4703.0
34765,2429.0,2350.5
34766,3852.0,3159.5
34767,9792.0,8370.0
34768,59425.0,53709.5
34769,1863.0,1038.0
34770,1079.0,1365.0
34771,1349.0,1290.0
34772,77272.0,59109.0
34773,22815.0,18392.5
34774,3786.0,2140.0
34775,4692.0,5041.0
34776,14815.0,13941.0
34777,10396.0,5605.0
34778,5919.0,6026.0
34779,2718.0,1588.0
34780,2215.0,1522.0
34781,1423.0,1672.0
34782,3143.0,3264.5
34783,6382.0,3766.5
34784,2675.0,1983.0
34785,1132.0,1864.0
34786,76047.0,50749.0
34787,3869.0,2345.0
34788,1367.0,1609.5
34789,1025.0,2500.0
34790,1323.0,1233.0
34791,1132.0,1117.0
34792,3380.0,2930.5
34793,1783.0,2456.0
34794,1820.0,2715.0
34795,1632.0,1671.0
34796,12923.0,3425.5
34797,99342.0,53587.0
34798,19209.0,15180.5
34799,6847.0,3891.5
34800,1414.0,1630.0
34801,1636.0,2545.0
34802,3590.0,1689.5
34803,3409.0,2627.5
34804,1288.0,1480.0
34805,6936.0,3824.5
34806,13572.0,9787.0
34807,17639.0,5071.0
34808,1946.0,2041.0
34809,4913.0,5236.5
34810,3453.0,4266.5
34811,10290.0,7445.0
34812,10448.0,5299.5
34813,1426.0,2830.5
34814,1080.0,1934.0
34815,2413.0,2876.0
34816,2360.0,2488.0
34817,6484.0,10258.0
34818,1809.0,3118.0
34819,4443.0,7054.0
34820,1830.0,2307.0
34821,1254.0,1234.0
34822,2865.0,1005.0
34823,41439.0,88915.0
34824,2032.0,1802.0
34825,1021.0,1316.0
34826,2144.0,3443.0
34827,2212.0,8645.0
34828,1344.0,1638.0
34829,50965.0,97172.0
34830,14801.0,11913.0
34831,8826.0,7718.0
34832,1533.0,4212.0
34833,1133.0,1005.0
34834,1120.0,2325.0
34835,7452.0,10913.0
34836,4680.0,5856.0
34837,7757.0,7813.0
34838,1362.0,1721.0
34839,1110.0,1367.0
34840,1249.0,1354.3333333333333
34841,6494.0,5930.0
34842,2090.0,1367.0
34843,10304.0,6916.0
34844,6367.0,2572.0
34845,19525.0,8398.0
34846,60973.0,41415.0
34847,52374.0,50793.0
34848,1131.0,1310.0
34849,3339.0,3734.0
34850,2399.0,2110.0
34851,1047.0,1149.0
34852,6606.0,5120.0
34853,1416.0,1385.0
34854,8804.0,9356.0
34855,12158.0,3869.0
34856,3351.0,2167.0
34857,2824.0,1330.0
34858,2701.0,2374.0
34859,2374.0,2625.0
34860,1667.0,2402.0
34861,3996.0,1398.0
34862,1626.0,2198.0
34863,1039.0,1077.0
34864,2027.0,1397.0
34865,4613.0,2726.0
34866,78393.0,45140.0
34867,15352.0,8900.333333333334
34868,7652.0,3532.3333333333335
34869,1167.0,1278.5
34870,2534.0,4149.0
34871,3414.0,5403.0
34872,4272.0,2851.75
34873,1595.0,1817.3333333333333
34874,21884.0,25530.0
34875,1416.0,1272.0
34876,8965.0,4959.0
34877,58306.0,42554.0
34878,10434.0,9281.0
34879,12596.0,7926.0
34880,1202.0,1185.0
34881,5958.0,3432.0
34882,4797.0,3653.0
34883,1347.0,1224.5
34884,1376.0,1184.0
34885,7577.0,6065.5
34886,2298.0,1808.0
34887,1292.0,1405.6666666666667
34888,1207.0,1470.0
34889,1509.0,2961.0
34890,2858.0,1585.5
34891,3745.0,3381.75
34892,1184.0,1470.0
34893,2080.0,1194.0
34894,5266.0,2877.5
34895,4590.0,3163.5
34896,3180.0,2137.0
34897,4158.0,2183.0
34898,1346.0,1293.0
34899,5520.0,9236.0
34900,2005.0,2128.0
34901,2272.0,2416.0
34902,6367.0,13042.5
34903,14812.0,20079.5
34904,2464.0,20676.0
34905,17215.0,15165.0
34906,1512.0,1595.0
34907,1664.0,1004.0
34908,6616.0,7277.0
34909,5631.0,5965.5
34910,1088.0,10077.0
34911,2240.0,2174.0
34912,1569.0,2201.0
34913,5719.0,3569.0
34914,5507.0,6328.0
34915,21783.0,73312.5
34916,5065.0,3719.5
34917,5375.0,6611.0
34918,1248.0,1365.0
34919,1418.0,10850.5
34920,53588.0,69884.5
34921,2819.0,2054.5
34922,3052.0,10927.0
34923,105027.0,130267.5
34924,6698.0,3367.0
34925,12958.0,14912.0
34926,20060.0,19202.5
34927,1517.0,1194.0
34928,14611.0,15584.0
34929,1747.0,1407.0
34930,11462.0,21910.0
34931,1340.0,1517.0
34932,16308.0,54178.0
34933,4920.0,4009.5
34934,1165.0,2005.0
34935,14122.0,9547.0
34936,16963.0,13424.0
34937,1575.0,1827.0
34938,19561.0,22524.0
34939,5306.0,4543.0
34940,4147.0,2598.0
34941,3409.0,3408.0
34942,5991.0,3149.0
34943,4660.0,6302.0
34944,1944.0,2281.0
34945,1438.0,1007.0
34946,2185.0,3049.0
34947,1255.0,1233.0
34948,4169.0,5561.0
34949,114559.0,109506.0
34950,17234.0,18418.0
34951,6830.0,1719.0
34952,3349.0,1850.0
34953,10600.0,14679.0
34954,12829.0,12884.5
34955,2069.0,1786.0
34956,9212.0,13799.0
34957,2200.0,1673.0
34958,1589.0,2005.0
34959,2337.0,2535.0
34960,12816.0,6396.0
34961,17244.0,13195.0
34962,2241.0,1558.0
34963,1681.0,1948.0
34964,4192.0,4911.0
34965,11792.0,11642.0
34966,73350.0,49754.0
34967,3223.0,1608.0
34968,109979.0,65554.0
34969,1097.0,1110.0
34970,2804.0,2147.0
34971,2352.0,3709.0
34972,2250.0,1266.0
34973,1789.0,3230.0
34974,1187.0,1029.0
34975,20613.0,3383.0
34976,1494.0,2945.0
34977,1123.0,1286.0
34978,1155.0,3840.0
34979,1281.0,1492.0
34980,2251.0,2620.0
34981,10824.0,8498.0
34982,2599.0,4447.0
34983,13917.0,2701.0
34984,5387.0,3444.0
34985,3459.0,2384.0
34986,1763.0,1172.0
34987,23551.0,4088.0
34988,1842.0,1307.0
34989,1170.0,1071.0
34990,1831.0,1492.0
34991,1145.0,1117.0
34992,14889.0,2521.0
34993,8744.0,4566.0
34994,22329.0,9745.0
34995,5132.0,1091.0
34996,14657.0,5696.0
34997,12597.0,1088.0
34998,6251.0,1692.0
34999,102489.0,46353.0
35000,7320.0,1362.0
35001,2746.0,2422.0
35002,10840.0,1969.0
35003,1073.0,1179.0
35004,2623.0,1015.0
35005,2500.0,1013.0
35006,1962.0,1148.0
35007,1003.0,1148.0
35008,1530.0,1148.0
35009,4972.0,4127.0
35010,3750.0,1331.0
35011,10961.0,8877.0
35012,15624.0,4026.0
35013,5737.0,1689.0
35014,3619.0,1034.0
35015,4183.0,7023.0
35016,19055.0,5030.0
35017,5849.0,4004.0
35018,63459.0,51353.0
35019,1374.0,1179.0
35020,20860.0,9124.5
35021,16620.0,9520.0
35022,4942.0,1260.5
35023,22307.0,5817.0
35024,4530.0,3521.5
35025,19242.0,15316.0
35026,4072.0,1408.0
35027,4402.0,2109.0
35028,10670.0,6011.0
35029,2592.0,1176.0
35030,1256.0,7023.0
35031,9041.0,11392.0
35032,2407.0,1148.0
35033,1025.0,1179.0
35034,1629.0,1148.0
35035,6284.0,4748.0
35036,2246.0,1179.0
35037,3240.0,1148.0
35038,1599.0,1148.0
35039,1527.0,1148.0
35040,23082.0,3410.0
35041,1082.0,2788.0
35042,9861.0,4554.5
35043,1064.0,1179.0
35044,124060.0,49382.0
35045,2763.0,1643.0
35046,3826.0,4455.0
35047,3553.0,2597.0
35048,5094.0,6563.0
35049,1207.0,1106.0
35050,12049.0,8917.0
35051,1632.0,1375.5
35052,52325.0,40497.0
35053,1120.0,1190.0
35054,1072.0,1017.0
35055,62254.0,79725.5
35056,2074.0,2743.0
35057,1180.0,3744.5
35058,2069.0,1799.0
35059,3354.0,5799.0
35060,1088.0,1695.0
35061,1133.0,1003.0
35062,9177.0,6238.0
35063,2741.0,1262.0
35064,8290.0,1533.0
35065,8536.0,6611.0
35066,1093.0,2001.0
35067,1124.0,1005.0
35068,6758.0,6025.0
35069,1435.0,1651.5
35070,9431.0,7559.0
35071,2142.0,1615.0
35072,5030.0,2868.5
35073,1171.0,1461.0
35074,7877.0,6633.0
35075,2592.0,3165.0
35076,13264.0,5048.0
35077,1374.0,1722.0
35078,5950.0,1236.0
35079,4559.0,4717.0
35080,7731.0,11235.333333333334
35081,9109.0,3643.75
35082,6514.0,4624.5
35083,7853.0,8586.0
35084,1386.0,2322.0
35085,1164.0,1108.0
35086,1619.0,2795.0
35087,1019.0,1444.0
35088,68846.0,63991.0
35089,12761.0,9109.0
35090,56240.0,55349.333333333336
35091,1746.0,2861.3333333333335
35092,8030.0,6086.333333333333
35093,7994.0,5130.333333333333
35094,9219.0,7620.333333333333
35095,1397.0,1476.6666666666667
35096,2220.0,2157.0
35097,68616.0,66020.66666666667
35098,2160.0,3608.0
35099,6535.0,2877.0
35100,8063.0,6397.666666666667
35101,11511.0,6659.0
35102,3537.0,2223.3333333333335
35103,6871.0,3392.6666666666665
35104,6535.0,6248.666666666667
35105,1187.0,1058.0
35106,3932.0,3654.3333333333335
35107,72413.0,50717.333333333336
35108,1723.0,2643.0
35109,14956.0,10130.666666666666
35110,1038.0,2148.0
35111,1475.0,1379.0
35112,8179.0,5925.0
35113,1386.0,1355.0
35114,4216.0,7303.5
35115,1263.0,4049.5
35116,1868.0,3231.5
35117,12271.0,7560.0
35118,7678.0,6836.0
35119,1804.0,1820.5
35120,2472.0,1014.0
35121,2559.0,1794.5
35122,1913.0,3067.0
35123,1406.0,1924.5
35124,16721.0,8536.0
35125,7101.0,10409.5
35126,1151.0,2469.5
35127,10709.0,10167.0
35128,5253.0,4920.0
35129,1263.0,2148.0
35130,6968.0,5903.5
35131,1981.0,2086.0
35132,6062.0,7593.0
35133,21781.0,16367.0
35134,2171.0,1596.0
35135,1069.0,1634.0
35136,110631.0,86180.5
35137,74254.0,73812.5
35138,1409.0,2172.0
35139,1958.0,5529.0
35140,1047.0,2043.0
35141,4621.0,6485.0
35142,1686.0,1785.0
35143,2742.0,3215.0
35144,1237.0,1700.0
35145,1087.0,1037.0
35146,1663.0,1197.0
35147,7769.0,9734.0
35148,24384.0,46632.0
35149,1423.0,1405.0
35150,1226.0,2496.0
35151,2387.0,5143.0
35152,2670.0,5010.0
35153,8022.0,10180.0
35154,5993.0,2102.0
35155,4196.0,1536.0
35156,14969.0,18508.0
35157,6478.0,9139.0
35158,9149.0,14449.0
35159,1077.0,2528.0
35160,1487.0,3667.0
35161,8692.0,14768.0
35162,1181.0,6023.0
35163,23748.0,28284.0
35164,1825.0,1118.0
35165,1678.0,4706.0
35166,74020.0,41090.0
35167,144729.0,100397.0
35168,1229.0,1041.0
35169,1523.0,2105.5
35170,5316.0,3325.75
35171,23067.0,11259.75
35172,25612.0,15948.0
35173,62800.0,65645.5
35174,3570.0,2216.3333333333335
35175,1649.0,1141.5
35176,1354.0,1698.0
35177,1730.0,1129.6666666666667
35178,13753.0,6374.0
35179,1312.0,2105.5
35180,4358.0,2409.3333333333335
35181,2178.0,1418.0
35182,29189.0,7622.75
35183,17678.0,5269.75
35184,2413.0,2522.0
35185,2176.0,3607.25
35186,2623.0,2779.6666666666665
35187,6789.0,3546.3333333333335
35188,6159.0,2355.0
35189,9473.0,5473.5
35190,1195.0,1032.0
35191,102221.0,73953.75
35192,4827.0,3719.6666666666665
35193,20831.0,10937.75
35194,2590.0,1777.0
35195,13294.0,9837.0
35196,8921.0,7042.75
35197,2168.0,1041.0
35198,4866.0,2563.25
35199,3719.0,2858.6666666666665
35200,1396.0,1896.0
35201,1189.0,1086.0
35202,1017.0,1099.0
35203,1983.0,1896.0
35204,23628.0,10482.0
35205,1213.0,1485.0
35206,1030.0,1041.0
35207,9481.0,13272.5
35208,13628.0,5707.0
35209,12509.0,4763.0
35210,1282.0,1038.0
35211,4071.0,5413.0
35212,6632.0,7498.0
35213,1452.0,1220.0
35214,8800.0,9445.0
35215,2313.0,1004.0
35216,16518.0,14077.0
35217,14418.0,16315.0
35218,17281.0,12106.0
35219,68964.0,71820.0
35220,3517.0,2520.0
35221,3277.0,2701.0
35222,3260.0,1901.0
35223,1088.0,1126.0
35224,90127.0,83837.0
35225,21415.0,17922.0
35226,14515.0,12993.0
35227,5963.0,13294.0
35228,2343.0,1696.0
35229,4433.0,3007.0
35230,4331.0,2049.0
35231,2560.0,1360.0
35232,2839.0,2124.0
35233,2047.0,2254.0
35234,1501.0,1004.0
35235,2922.0,1696.0
35236,2565.0,1707.0
35237,2241.0,1696.0
35238,5612.0,3999.0
35239,3135.0,3810.0
35240,1430.0,1126.0
35241,10298.0,13035.0
35242,2574.0,2065.0
35243,15914.0,8801.0
35244,16085.0,10612.5
35245,8770.0,7990.0
35246,9888.0,7707.0
35247,5116.0,3407.0
35248,2106.0,1418.0
35249,4416.0,3330.0
35250,15490.0,6346.0
35251,5357.0,3438.0
35252,1475.0,1595.0
35253,1413.0,2158.0
35254,1279.0,1107.0
35255,75360.0,37985.5
35256,14650.0,11809.0
35257,2482.0,1199.0
35258,1914.0,2392.0
35259,109663.0,42105.0
35260,1134.0,1064.0
35261,22868.0,16550.0
35262,12991.0,5459.0
35263,7958.0,1941.5
35264,14188.0,7022.5
35265,1336.0,1619.0
35266,3136.0,1377.0
35267,2916.0,2416.0
35268,3398.0,1724.5
35269,1547.0,1680.0
35270,1222.0,1680.0
35271,1783.0,4071.0
35272,1845.0,1968.0
35273,6188.0,3617.0
35274,12570.0,12755.0
35275,6065.0,6069.0
35276,16503.0,2713.0
35277,2131.0,2882.0
35278,13887.0,13168.0
35279,3062.0,1525.0
35280,5589.0,5342.0
35281,1503.0,1530.0
35282,84470.0,41868.0
35283,3094.0,1272.0
35284,1071.0,2175.0
35285,3145.0,2790.0
35286,2256.0,1646.0
35287,1071.0,1605.0
35288,1844.0,1172.0
35289,3283.0,1812.0
35290,5978.0,1574.0
35291,3867.0,1091.0
35292,1274.0,1016.0
35293,1737.0,1738.0
35294,3072.0,2208.0
35295,1675.0,2282.0
35296,1577.0,2333.0
35297,3786.0,2723.0
35298,71068.0,55607.0
35299,14339.0,15515.0
35300,1174.0,1172.0
35301,11810.0,2167.0
35302,2976.0,5554.0
35303,14791.0,3144.0
35304,13482.0,9144.0
35305,2710.0,1605.0
35306,3015.0,5161.0
35307,13720.0,9137.333333333334
35308,2388.0,2839.6666666666665
35309,1195.0,1557.3333333333333
35310,2383.0,2945.0
35311,1024.0,1081.0
35312,2330.0,2307.0
35313,9172.0,8370.0
35314,5646.0,2404.0
35315,7819.0,6842.666666666667
35316,2319.0,2876.0
35317,8430.0,10258.0
35318,3960.0,3159.5
35319,1184.0,1578.0
35320,1894.0,1168.0
35321,1131.0,1751.0
35322,93686.0,88915.0
35323,4141.0,5856.0
35324,21085.0,15648.0
35325,1310.0,1833.0
35326,79651.0,97172.0
35327,10742.0,10856.0
35328,6073.0,8645.0
35329,1011.0,1168.0
35330,1935.0,1601.5
35331,3245.0,3980.0
35332,1472.0,1212.0
35333,13148.0,6479.5
35334,1040.0,1466.0
35335,1897.0,1685.0
35336,2421.0,3584.0
35337,22157.0,11433.5
35338,3289.0,5474.0
35339,2582.0,2519.0
35340,4806.0,4319.5
35341,7042.0,9284.5
35342,2409.0,2118.5
35343,63943.0,79656.0
35344,7350.0,13758.5
35345,1173.0,3050.0
35346,1256.0,1787.0
35347,7638.0,9135.5
35348,1003.0,1806.0
35349,4707.0,7496.5
35350,2007.0,5146.5
35351,2022.0,1539.0
35352,5799.0,8682.5
35353,68839.0,82648.0
35354,2540.0,3702.0
35355,7821.0,7117.0
35356,1397.0,2167.0
35357,1110.0,1555.0
35358,1374.0,1481.0
35359,7663.0,6142.5
35360,91898.0,49184.0
35361,4724.0,5515.0
35362,9537.0,7051.0
35363,1020.0,1048.0
35364,3114.0,3984.0
35365,4011.0,1358.5
35366,1430.0,1440.0
35367,2649.0,2277.0
35368,1519.0,1732.0
35369,11283.0,3899.0
35370,90506.0,57212.0
35371,16731.0,14828.5
35372,8526.0,9784.5
35373,8336.0,2972.5
35374,9029.0,10934.0
35375,4180.0,2152.0
35376,1218.0,3109.0
35377,1030.0,1701.5
35378,1020.0,1436.0
35379,1141.0,1332.0
35380,4341.0,2749.5
35381,6185.0,4210.0
35382,2770.0,2366.0
35383,1239.0,1637.0
35384,1780.0,1085.0
35385,4983.0,3044.0
35386,4608.0,1948.0
35387,6896.0,6950.0
35388,4860.0,4379.0
35389,12161.0,7150.5
35390,2166.0,1813.0
35391,3738.0,1994.0
35392,1580.0,7893.0
35393,10641.0,2332.0
35394,8376.0,5075.5
35395,4587.0,3763.0
35396,1564.0,1513.0
35397,1110.0,1252.0
35398,1425.0,1120.0
35399,4112.0,1228.0
35400,7141.0,4819.0
35401,5105.0,4411.0
35402,1690.0,1964.0
35403,12638.0,16941.0
35404,11105.0,4251.0
35405,2385.0,4237.0
35406,15326.0,3751.0
35407,6004.0,3480.0
35408,12129.0,5945.0
35409,95656.0,43538.0
35410,4018.0,1751.5
35411,1733.0,1657.5
35412,2595.0,3785.0
35413,1317.0,1257.5
35414,1780.0,1631.3333333333333
35415,1553.0,1841.0
35416,1990.0,3275.0
35417,12985.0,12102.5
35418,1023.0,1564.0
35419,4954.0,3148.0
35420,97706.0,72892.0
35421,2272.0,4812.0
35422,9944.0,9142.333333333334
35423,162514.0,165085.0
35424,3309.0,7069.0
35425,3693.0,3322.0
35426,1858.0,1470.5
35427,15214.0,10591.5
35428,11569.0,2373.5
35429,13870.0,5118.0
35430,18740.0,3730.0
35431,1875.0,1105.0
35432,9856.0,4891.0
35433,65493.0,24323.0
35434,1955.0,1620.0
35435,6618.0,4370.0
35436,1110.0,1613.0
35437,1035.0,1252.0
35438,13453.0,6043.0
35439,1598.0,1016.0
35440,2076.0,1779.0
35441,1138.0,3494.0
35442,2458.0,5218.0
35443,58268.0,45876.0
35444,1104.0,1015.0
35445,16848.0,15932.0
35446,7853.0,11744.0
35447,9609.0,10913.0
35448,2266.0,2083.0
35449,5040.0,5742.0
35450,1273.0,1359.0
35451,1082.0,2035.0
35452,4514.0,6787.0
35453,8069.0,9907.0
35454,56907.0,50749.0
35455,1286.0,1117.0
35456,1174.0,1126.0
35457,2207.0,4212.0
35458,12907.0,9519.0
35459,3480.0,2158.0
35460,1578.0,1350.0
35461,2418.0,1126.0
35462,1080.0,1095.0
35463,2822.0,1782.0
35464,5388.0,3118.0
35465,2718.0,1656.0
35466,1237.0,1096.0
35467,1003.0,1166.0
35468,1064.0,1713.0
35469,10107.0,5055.0
35470,3864.0,2531.0
35471,1606.0,1474.0
35472,24572.0,14511.0
35473,17871.0,7772.0
35474,1991.0,1574.0
35475,15346.0,8552.0
35476,1365.0,1032.0
35477,3440.0,3910.0
35478,5488.0,1908.0
35479,1190.0,1111.0
35480,6302.0,5234.0
35481,14129.0,16001.0
35482,10151.0,7127.0
35483,1245.0,1017.0
35484,7369.0,3087.3333333333335
35485,9887.0,17729.5
35486,19365.0,11723.5
35487,1559.0,1017.0
35488,1656.0,1881.0
35489,1672.0,1032.0
35490,1280.0,1093.0
35491,6280.0,4374.5
35492,1240.0,1032.0
35493,1035.0,1032.0
35494,3034.0,1910.0
35495,13061.0,9945.0
35496,102358.0,56740.0
35497,15871.0,15245.0
35498,2258.0,1188.0
35499,1403.0,1543.0
35500,16628.0,10285.0
35501,1931.0,1341.0
35502,1862.0,1453.0
35503,1805.0,4389.5
35504,2513.0,3421.5
35505,83804.0,62575.0
35506,3863.0,2179.0
35507,1905.0,1015.0
35508,9497.0,2207.0
35509,9460.0,6223.0
35510,4255.0,2298.0
35511,1594.0,1015.0
35512,7023.0,1423.0
35513,18188.0,5089.0
35514,3121.0,1015.0
35515,20516.0,5858.0
35516,1525.0,1654.0
35517,12533.0,5176.0
35518,2854.0,1015.0
35519,4139.0,1662.0
35520,6467.0,1476.0
35521,2773.0,2085.0
35522,3246.0,2298.0
35523,2979.0,1244.0
35524,3968.0,2981.0
35525,5265.0,1378.0
35526,1209.0,1244.0
35527,1592.0,1015.0
35528,4074.0,1181.0
35529,17088.0,1327.0
