,turnover
183,12751.28
184,4985.571428571428
185,4457.851063829788
186,62655.0
187,1589.76
188,1709.9375
189,3653.625
190,1295.95
191,5785.586956521739
192,6596.0204081632655
193,1892.0344827586207
194,2633.5348837209303
195,1416.888888888889
196,7319.14
197,1030.0
198,3474.8571428571427
199,4034.125
200,2282.8
201,4770.125
202,2367.1666666666665
203,10832.5
204,8088.625
205,4502.125
206,4298.5
207,7199.75
208,8437.5
209,5004.125
210,3222.0
211,1951.857142857143
212,2019.1666666666667
213,6235.25
214,77294.0
215,10897.375
216,2108.5
217,3267.285714285714
218,1327.25
219,1365.0
220,2402.8333333333335
221,1907.5
222,9082.625
223,107370.875
224,12378.0
225,16074.625
226,2488.4
227,19067.625
228,1287.5
229,1154.0
230,16374.25
231,3419.5
232,2168.0
233,6936.5
234,2697.1111111111113
235,7790.642857142857
236,7205.541666666667
237,2040.9411764705883
238,14928.0
239,2331.5
240,12202.636363636364
241,8902.217391304348
242,2391.1176470588234
243,1509.0
244,1494.142857142857
245,1843.1666666666667
246,3631.4
247,4149.3
248,1580.8
249,9812.2
250,1791.5
251,5712.384615384615
252,11595.0
253,68166.21428571429
254,2130.285714285714
255,2544.0
256,2465.7272727272725
257,2591.75
258,3353.7
259,2256.8
260,87407.68
261,12399.9
262,10953.04347826087
263,97144.42857142857
264,14197.0
265,1004.0
266,2082.75
267,1672.0
268,11059.0
269,2110.0
270,8796.0
271,3353.7
272,5712.384615384615
273,77055.0
274,6467.0
275,3631.4
276,12576.875
277,15037.0
278,1737.0
279,17516.0
280,12845.0
281,6936.5
282,3395.5
283,1749.0
284,5108.0
285,1324.25
286,1161.0
287,1294.6666666666667
288,15875.0
289,2434.0
290,1050.0
291,2484.0
292,2773.0
293,2720.6
294,4149.3
295,3203.0
296,6193.0
297,4110.0
298,5518.2
299,3920.75
300,2637.5
301,4903.8
302,9974.0
303,1240.6666666666667
304,9676.4
305,2580.5
306,9442.8
307,18477.0
308,1496.75
309,1718.0
310,1828.5
311,6552.0
312,3058.4
313,21141.4
314,3051.6
315,7350.2
316,18253.8
317,4496.6
318,2539.75
319,65419.8
320,1743.0
321,16248.0
322,1032.0
323,1844.6
324,12967.8
325,113829.6
326,3649.8
327,3680.6
328,12916.2
329,2262.0
330,5462.8
331,3125.8
332,3145.8
333,17075.8
334,3120.4
335,2791.0
336,2349.0
337,2436.3
338,2365.4523809523807
339,7288.529411764706
340,2571.6511627906975
341,15936.509803921568
342,3841.4893617021276
343,4035.392156862745
344,1643.2058823529412
345,2180.8333333333335
346,2323.35
347,1346.0
348,1662.0243902439024
349,57757.21568627451
350,9334.549019607843
351,1468.3333333333333
352,2111.181818181818
353,8811.980392156862
354,7711.938775510204
355,1804.142857142857
356,7369.52
357,1689.9375
358,1724.5714285714287
359,6554.313725490196
360,1504.4516129032259
361,1989.2941176470588
362,5662.3725490196075
363,1596.5652173913043
364,3320.32
365,74954.82352941176
366,10996.941176470587
367,1179.857142857143
368,1993.8235294117646
369,1589.46875
370,2262.9473684210525
371,8394.4375
372,58786.857142857145
373,7523.073170731707
374,7138.763157894737
375,1774.5384615384614
376,4684.384615384615
377,3557.655172413793
378,1401.0
379,77276.05
380,2392.5185185185187
381,2206.9
382,1929.5
383,8377.666666666666
384,3185.9347826086955
385,6212.630434782609
386,9308.2
387,1698.6875
388,1779.48
389,7768.326530612245
390,1789.4
391,2365.6
392,2239.8333333333335
393,14293.923076923076
394,2715.4137931034484
395,5102.625
396,1200.0
397,1443.3846153846155
398,1392.05
399,1965.4285714285713
400,2140.2432432432433
401,12016.69387755102
402,1799.21875
403,3540.181818181818
404,7768.326530612245
405,6923.775510204082
406,1543.6
407,7584.551020408163
408,68054.42857142857
409,2767.6190476190477
410,1794.75
411,4306.333333333333
412,1377.125
413,2044.3636363636363
414,2006.3076923076924
415,3044.181818181818
416,2302.16
417,5846.636363636364
418,6714.644444444444
419,5516.163265306122
420,53759.244897959186
421,1692.0
422,7685.122448979592
423,2787.25
424,1819.9259259259259
425,1794.0833333333333
426,1749.3809523809523
427,1691.2692307692307
428,6504.948717948718
429,2206.9
430,59692.179487179485
431,14293.923076923076
432,67698.35897435897
433,1459.5333333333333
434,1476.142857142857
435,4886.8378378378375
436,5978.461538461538
437,1269.75
438,6240.4358974358975
439,3853.5
440,9087.948717948719
441,5148.378378378378
442,2839.3611111111113
443,7763.076923076923
444,2013.121212121212
445,8373.128205128205
446,4220.421052631579
447,2148.5
448,2215.2
449,2502.0
450,1779.48
451,6032.5625
452,1626.5833333333333
453,67826.47916666667
454,8155.234042553191
455,1433.7368421052631
456,1690.8125
457,1551.0967741935483
458,4080.191489361702
459,2587.5
460,3519.5348837209303
461,5568.68085106383
462,2329.6774193548385
463,2001.8
464,3185.9347826086955
465,1960.7931034482758
466,55949.020833333336
467,14058.208333333334
468,1822.642857142857
469,5323.833333333333
470,5313.181818181818
471,9226.416666666666
472,1482.8333333333333
473,1260.32
474,2327.9736842105262
475,1197.0
476,8394.4375
477,6575.279069767442
478,1874.235294117647
479,2918.75
480,1941.0
481,15533.375
482,1983.5
483,2954.0
484,1154.0
485,2402.8333333333335
486,1890.875
487,2382.6666666666665
488,13989.5
489,1967.0
490,90865.63636363637
491,10521.285714285714
492,1628.0
493,66007.85714285714
494,8408.0
495,2484.0
496,10509.0
497,2148.0
498,3494.0833333333335
499,3629.5
500,3395.5
501,6246.0
502,2605.0
503,1120.0
504,3912.3333333333335
505,7844.5
506,8659.0
507,2305.8571428571427
508,6333.0
509,1004.0
510,1294.6666666666667
511,1171.0
512,2831.25
513,2457.75
514,12935.5
515,13002.375
516,6492.5
517,7518.5
518,2331.5
519,1099.0
520,1843.1666666666667
521,1354.5
522,3831.0
523,2559.0
524,2334.5
525,14435.0
526,1060.5
527,16386.5
528,1580.8
529,2009.0
530,5429.0
531,78021.0
532,1696.5
533,1569.5
534,10629.0
535,1989.5
536,117613.0
537,2309.0
538,1463.0
539,7896.5
540,13914.5
541,2571.0
542,11960.0
543,1900.0
544,2335.5
545,10603.0
546,1129.5
547,12029.5
548,16635.0
549,5214.0
550,12677.0
551,2789.5
552,1480.0
553,1749.0
554,91903.57142857143
555,2603.0
556,1004.0
557,1225.75
558,68801.0
559,1330.0
560,8796.0
561,5712.384615384615
562,6908.727272727273
563,2871.846153846154
564,1050.0
565,5108.0
566,3358.818181818182
567,15025.0
568,6467.0
569,2508.5
570,2974.6
571,1162.5
572,20976.0
573,12845.0
574,1119.0
575,1939.5
576,15875.0
577,2484.0
578,1529.5
579,2387.2
580,1452.0
581,9689.857142857143
582,1672.0
583,1470.0
584,15037.0
585,4110.0
586,1060.0
587,2110.0
588,17516.0
589,7273.666666666667
590,2353.8
591,2959.6666666666665
592,1552.2
593,1412.75
594,118942.28571428571
595,3961.714285714286
596,2140.0
597,15783.285714285714
598,16471.428571428572
599,24624.14285714286
600,3826.8333333333335
601,3778.4285714285716
602,1626.0
603,5577.0
604,11399.0
605,3927.714285714286
606,15802.57142857143
607,2414.0
608,16641.714285714286
609,3425.0
610,69056.14285714286
611,4363.714285714285
612,1004.0
613,4197.25
614,6196.0
615,2448.1666666666665
616,18506.571428571428
617,8583.0
618,2535.0
619,1495.0
620,11906.57142857143
621,10628.285714285714
622,2408.5
623,4509.714285714285
624,2309.3333333333335
625,1253.6666666666667
626,2128.75
627,4251.428571428572
628,1587.6
629,1388.5
630,14985.57142857143
631,2469.2
632,1742.3333333333333
633,1437.5
634,2457.0
635,3653.625
636,2968.7555555555555
637,5785.586956521739
638,52377.8
639,2114.3823529411766
640,12751.28
641,1848.3333333333333
642,7319.14
643,2320.625
644,5651.52
645,1892.0344827586207
646,6596.0204081632655
647,7468.48
648,4985.571428571428
649,1366.2666666666667
650,1709.9375
651,8427.46
652,2633.5348837209303
653,4457.851063829788
654,1589.76
655,1416.888888888889
656,1842.6363636363637
657,1295.95
658,2262.9473684210525
659,3092.0227272727275
660,62655.0
661,9308.2
662,58786.857142857145
663,2715.4137931034484
664,1779.48
665,1486.0
666,4684.384615384615
667,1789.4
668,7138.763157894737
669,2392.5185185185187
670,6212.630434782609
671,1406.0
672,2206.9
673,5102.625
674,1179.857142857143
675,8394.4375
676,1238.0
677,1346.0
678,2365.6
679,2262.9473684210525
680,1169.0
681,3557.655172413793
682,1184.3333333333333
683,77276.05
684,7523.073170731707
685,1401.0
686,14293.923076923076
687,3185.9347826086955
688,8377.666666666666
689,7768.326530612245
690,1392.05
691,1698.6875
692,1774.5384615384614
693,1443.3846153846155
694,1929.5
695,59374.739130434784
696,13897.826086956522
697,1383.5
698,2327.3888888888887
699,2805.317073170732
700,8179.173913043478
701,6503.695652173913
702,6016.533333333334
703,1432.9
704,70828.21739130435
705,9167.804347826086
706,5024.933333333333
707,1662.5
708,8338.681818181818
709,1414.25
710,1358.5217391304348
711,2542.3793103448274
712,7523.073170731707
713,1905.3076923076924
714,1454.0625
715,1536.3461538461538
716,4281.325581395349
717,1352.4
718,2379.7428571428572
719,3341.4146341463415
720,6212.630434782609
721,3447.4186046511627
722,1882.2
723,2412.75
724,1799.21875
725,6714.644444444444
726,1819.9259259259259
727,2787.25
728,2006.3076923076924
729,7685.122448979592
730,3044.181818181818
731,7768.326530612245
732,1377.125
733,2044.3636363636363
734,2140.2432432432433
735,5516.163265306122
736,3540.181818181818
737,1794.75
738,6923.775510204082
739,1450.4
740,2767.6190476190477
741,4306.333333333333
742,2302.16
743,1965.4285714285713
744,1543.6
745,7584.551020408163
746,5846.636363636364
747,68054.42857142857
748,12016.69387755102
749,1692.0
750,53759.244897959186
751,1401.0
752,8377.666666666666
753,1486.0
754,7138.763157894737
755,2365.6
756,1774.5384615384614
757,3185.9347826086955
758,2239.8333333333335
759,1789.4
760,1406.0
761,58786.857142857145
762,1443.3846153846155
763,1929.5
764,1779.48
765,5102.625
766,14293.923076923076
767,1392.05
768,9308.2
769,2206.9
770,2262.9473684210525
771,6212.630434782609
772,3557.655172413793
773,2392.5185185185187
774,1698.6875
775,7523.073170731707
776,2715.4137931034484
777,1563.909090909091
778,4684.384615384615
779,7768.326530612245
780,8394.4375
781,77276.05
782,2148.0
783,6333.0
784,1120.0
785,1641.3333333333333
786,1324.25
787,1628.0
788,1983.5
789,66007.85714285714
790,1050.0
791,3395.5
792,90865.63636363637
793,3912.3333333333335
794,2382.6666666666665
795,13989.5
796,2605.0
797,2484.0
798,10521.285714285714
799,2457.75
800,1030.0
801,1171.0
802,8659.0
803,12935.5
804,13002.375
805,7844.5
806,2402.8333333333335
807,1076.0
808,2305.8571428571427
809,1050.0
810,1050.0
811,3629.5
812,1329.6666666666667
813,1154.0
814,1004.0
815,1236.0
816,2954.0
817,1890.875
818,1941.0
819,1907.5
820,2831.25
821,1294.6666666666667
822,3494.0833333333335
823,1967.0
824,6246.0
825,8408.0
826,10509.0
827,15533.375
828,3526.1666666666665
829,2534.8888888888887
830,1488.6
831,1522.0
832,2279.6666666666665
833,6920.75
834,2705.6666666666665
835,2596.0
836,1673.8
837,102958.25
838,1350.142857142857
839,12227.5
840,1676.0
841,11595.0
842,9643.75
843,1891.7142857142858
844,13469.083333333334
845,7581.666666666667
846,4125.416666666667
847,7012.333333333333
848,2201.4166666666665
849,1958.625
850,1577.888888888889
851,76508.5
852,14275.416666666666
853,13694.916666666666
854,1883.8181818181818
855,2823.6666666666665
856,4847.416666666667
857,12913.0
858,17520.75
859,1188.6
860,2832.0
861,2168.0
862,2794.0
863,2019.1666666666667
864,1287.5
865,7642.944444444444
866,1465.0
867,3369.4285714285716
868,2073.25
869,4033.9411764705883
870,1365.0
871,8796.0
872,73895.66666666667
873,1449.0
874,1154.0
875,4028.1
876,107370.875
877,16074.625
878,2866.375
879,15875.0
880,2488.4
881,11812.777777777777
882,4892.3
883,1911.0
884,2302.0
885,4575.0
886,1018.0
887,12845.0
888,13943.7
889,2108.5
890,3267.285714285714
891,1500.4
892,1749.0
893,17516.0
894,1327.25
895,3419.5
896,15037.0
897,2200.6666666666665
898,4161.5
899,1531.5
900,7595.722222222223
901,4191.055555555556
902,3661.875
903,1198.0
904,1198.0
905,71104.42857142857
906,12360.0
907,9689.857142857143
908,12123.857142857143
909,1939.5
910,5499.571428571428
911,10430.857142857143
912,2387.2
913,10272.142857142857
914,91903.57142857143
915,15000.714285714286
916,4772.166666666667
917,10570.0
918,1007.0
919,3461.1666666666665
920,3914.8333333333335
921,2381.4285714285716
922,1866.0
923,1907.2857142857142
924,6375.0
925,2353.8
926,1480.0
927,1651.25
928,2362.0
929,1345.6666666666667
930,2512.0
931,1162.5
932,3741.5714285714284
933,2508.5
934,9351.0
935,1244.0
936,9224.714285714286
937,1476.0
938,1018.0
939,1230.0
940,1041.0
941,3484.5
942,2771.5714285714284
943,2074.6666666666665
944,1771.0
945,1410.0
946,2577.0
947,70666.66666666667
948,2657.0
949,1250.0
950,1178.5
951,1058.0
952,2821.5
953,5665.0
954,71128.75
955,7987.4
956,1230.6666666666667
957,1933.0
958,3066.2
959,1050.0
960,1520.3333333333333
961,10925.0
962,4087.0
963,6003.5
964,1369.0
965,1176.5
966,7825.0
967,4256.5
968,1401.0
969,4715.75
970,1141.0
971,1620.0
972,1335.5
973,1374.0
974,1161.0
975,1223.6666666666667
976,4723.5
977,1176.5
978,2344.0
979,77276.05
980,1346.0
981,14293.923076923076
982,1929.5
983,1593.0
984,5102.625
985,1179.857142857143
986,1443.3846153846155
987,7138.763157894737
988,1384.3333333333333
989,9308.2
990,58786.857142857145
991,1169.0
992,1774.5384615384614
993,1779.48
994,1401.0
995,1238.0
996,7768.326530612245
997,1392.05
998,2239.8333333333335
999,2262.9473684210525
1000,2206.9
1001,3557.655172413793
1002,1047.0
1003,4684.384615384615
1004,1486.0
1005,1603.2857142857142
1006,3185.9347826086955
1007,2392.5185185185187
1008,8394.4375
1009,2715.4137931034484
1010,1789.4
1011,6212.630434782609
1012,2365.6
1013,8377.666666666666
1014,1698.6875
1015,1406.0
1016,1161.0
1017,7523.073170731707
1018,1643.2058823529412
1019,7711.938775510204
1020,2365.4523809523807
1021,7369.52
1022,15936.509803921568
1023,2111.181818181818
1024,1993.8235294117646
1025,1230.6666666666667
1026,1589.46875
1027,7288.529411764706
1028,8811.980392156862
1029,1596.5652173913043
1030,1989.2941176470588
1031,1496.8235294117646
1032,1689.9375
1033,10996.941176470587
1034,1662.0243902439024
1035,3320.32
1036,2327.6969696969695
1037,2323.35
1038,2180.8333333333335
1039,1804.142857142857
1040,57757.21568627451
1041,9334.549019607843
1042,6554.313725490196
1043,2571.6511627906975
1044,3841.4893617021276
1045,1504.4516129032259
1046,4035.392156862745
1047,74954.82352941176
1048,2436.3
1049,5662.3725490196075
1050,1476.142857142857
1051,1535.75
1052,1544.8461538461538
1053,1584.8666666666666
1054,2839.3611111111113
1055,2206.9
1056,5148.378378378378
1057,2193.8214285714284
1058,6504.948717948718
1059,1749.3809523809523
1060,14293.923076923076
1061,2215.2
1062,4220.421052631579
1063,4886.8378378378375
1064,1230.6666666666667
1065,1779.48
1066,1691.2692307692307
1067,1269.75
1068,59692.179487179485
1069,8373.128205128205
1070,9087.948717948719
1071,67698.35897435897
1072,2502.0
1073,2013.121212121212
1074,3853.5
1075,5978.461538461538
1076,7763.076923076923
1077,2148.5
1078,1368.2857142857142
1079,6240.4358974358975
1080,6793.333333333333
1081,1854.0
1082,22136.666666666668
1083,2148.0
1084,2223.0
1085,2492.0
1086,3079.0
1087,2354.5
1088,1927.0
1089,3395.5
1090,1628.0
1091,3347.3333333333335
1092,14464.0
1093,3565.3333333333335
1094,2373.0
1095,2302.5
1096,1263.0
1097,2347.0
1098,7651.666666666667
1099,1844.6666666666667
1100,5906.666666666667
1101,2162.0
1102,1921.0
1103,7295.333333333333
1104,12958.333333333334
1105,1854.0
1106,2826.5
1107,2947.6666666666665
1108,5443.666666666667
1109,3859.0
1110,5745.666666666667
1111,30148.333333333332
1112,30916.333333333332
1113,5680.333333333333
1114,3471.0
1115,5991.333333333333
1116,16336.0
1117,1108.0
1118,15527.666666666666
1119,18114.333333333332
1120,2202.6666666666665
1121,100888.66666666667
1122,1338.5
1123,160438.33333333334
1124,11155.0
1125,3530.6666666666665
1126,2697.1111111111113
1127,2256.8
1128,3023.4444444444443
1129,2544.0
1130,3353.7
1131,5712.384615384615
1132,6936.5
1133,8902.217391304348
1134,87407.68
1135,4149.3
1136,14928.0
1137,10953.04347826087
1138,7790.642857142857
1139,2465.7272727272725
1140,7205.541666666667
1141,1791.5
1142,11595.0
1143,9812.2
1144,12202.636363636364
1145,1509.0
1146,2331.5
1147,2591.75
1148,3631.4
1149,68166.21428571429
1150,12399.9
1151,1772.5
1152,2008.1818181818182
1153,2542.4545454545455
1154,1675.75
1155,2248.818181818182
1156,1632.142857142857
1157,9905.307692307691
1158,1350.75
1159,7396.2307692307695
1160,4220.0
1161,68166.21428571429
1162,82915.57142857143
1163,17423.285714285714
1164,9536.92857142857
1165,1608.3
1166,12956.785714285714
1167,7872.0
1168,11037.285714285714
1169,3163.7
1170,1085.5
1171,12914.357142857143
1172,11233.642857142857
1173,3735.4166666666665
1174,6063.285714285715
1175,2888.9166666666665
1176,2869.8333333333335
1177,1887.5
1178,1938.4
1179,7974.571428571428
1180,1558.5
1181,3420.909090909091
1182,2465.7272727272725
1183,3427.4545454545455
1184,1149.75
1185,2720.6
1186,1161.0
1187,6467.0
1188,1672.0
1189,1050.0
1190,12845.0
1191,1050.0
1192,11059.0
1193,15875.0
1194,1294.6666666666667
1195,2773.0
1196,5108.0
1197,3353.7
1198,2110.0
1199,1004.0
1200,1007.0
1201,17516.0
1202,1612.0
1203,1329.6666666666667
1204,3631.4
1205,1154.0
1206,1236.0
1207,1737.0
1208,15037.0
1209,1749.0
1210,4149.3
1211,6193.0
1212,2148.0
1213,8796.0
1214,5712.384615384615
1215,4110.0
1216,3395.5
1217,2082.75
1218,2434.0
1219,12576.875
1220,6936.5
1221,14197.0
1222,77055.0
1223,97144.42857142857
1224,3203.0
1225,2484.0
1226,1076.0
1227,8068.0
1228,3872.0
1229,3113.0
1230,1197.0
1231,2639.0
1232,2725.0
1233,1482.0
1234,1306.0
1235,15002.666666666666
1236,7964.333333333333
1237,1161.0
1238,52809.666666666664
1239,100772.0
1240,10259.666666666666
1241,5646.25
1242,11059.0
1243,1724.0
1244,1254.0
1245,1613.5
1246,2480.0
1247,1329.6666666666667
1248,2007.0
1249,9256.6
1250,1875.0
1251,2023.5
1252,4942.666666666667
1253,3094.5
1254,3326.5
1255,6672.0
1256,3396.75
1257,2954.0
1258,2346.5
1259,1272.0
1260,1650.0
1261,27053.0
1262,1476.0
1263,4135.0
1264,19475.0
1265,1373.0
1266,3635.0
1267,17586.0
1268,2346.5
1269,1482.0
1270,1601.0
1271,1136.0
1272,3585.0
1273,1613.5
1274,2471.0
1275,62619.0
1276,1142.0
1277,3293.0
1278,1296.0
1279,2010.0
1280,1461.5
1281,2480.0
1282,1582.0
1283,3847.0
1284,3157.0
1285,1302.0
1286,1765.0
1287,4791.0
1288,2954.0
1289,5292.0
1290,13368.0
1291,5044.0
1292,7501.0
1293,23131.0
1294,1131.0
1295,1601.0
1296,20174.0
1297,1650.0
1298,3412.0
1299,14115.0
1300,1161.0
1301,6403.0
1302,2089.0
1303,1174.0
1304,2261.0
1305,2416.0
1306,1582.0
1307,15949.0
1308,8069.0
1309,1329.6666666666667
1310,1352.0
1311,9506.0
1312,1693.0
1313,2795.0
1314,1692.0
1315,2725.0
1316,2639.0
1317,19829.0
1318,1217.0
1319,16210.0
1320,8633.0
1321,6157.0
1322,2007.0
1323,3904.0
1324,5326.0
1325,2023.5
1326,1875.0
1327,119312.0
1328,3727.0
1329,2082.75
1330,12720.0
1331,3113.0
1332,2206.0
1333,1197.0
1334,3326.5
1335,1911.0
1336,1613.5
1337,1911.0
1338,2007.0
1339,1872.0
1340,1601.0
1341,2200.6666666666665
1342,3179.0
1343,4161.5
1344,1306.0
1345,1055.0
1346,2302.0
1347,3872.0
1348,4575.0
1349,1365.0
1350,25651.0
1351,3676.0
1352,1650.0
1353,1465.0
1354,2725.0
1355,1486.5
1356,3094.5
1357,2639.0
1358,1390.0
1359,2023.5
1360,3330.0
1361,1926.0
1362,30338.0
1363,1749.0
1364,2019.1666666666667
1365,3419.5
1366,1327.25
1367,1512.0
1368,1254.0
1369,2486.5
1370,1531.5
1371,1287.5
1372,2561.0
1373,1413.0
1374,3344.0
1375,2192.0
1376,2866.375
1377,1523.0
1378,2160.0
1379,1423.0
1380,3059.0
1381,1005.0
1382,4876.0
1383,4148.0
1384,6906.0
1385,3028.0
1386,3031.0
1387,1019.0
1388,1825.0
1389,5215.0
1390,1724.0
1391,2916.0
1392,2077.0
1393,1545.0
1394,80103.0
1395,100030.0
1396,1005.0
1397,18835.0
1398,1982.0
1399,1267.0
1400,15390.0
1401,2543.0
1402,1850.0
1403,11000.0
1404,1136.0
1405,8190.0
1406,5781.0
1407,2507.0
1408,19950.0
1409,1808.0
1410,1105.0
1411,1209.0
1412,1877.0
1413,4937.0
1414,1607.0
1415,1085.0
1416,1912.0
1417,1209.0
1418,8217.0
1419,6586.0
1420,1421.0
1421,1154.0
1422,1316.0
1423,1057.0
1424,7978.0
1425,2825.0
1426,1223.0
1427,1007.0
1428,1775.0
1429,1409.0
1430,6331.0
1431,4175.0
1432,1105.0
1433,4406.0
1434,1105.0
1435,1432.0
1436,2927.0
1437,1484.0
1438,1431.0
1439,1395.0
1440,1149.75
1441,10771.0
1442,1850.0
1443,36405.0
1444,36542.5
1445,13251.0
1446,1441.0
1447,1090.0
1448,71175.5
1449,2490.0
1450,8996.666666666666
1451,7410.166666666667
1452,1724.0
1453,1423.0
1454,50719.333333333336
1455,1209.0
1456,14197.0
1457,1154.0
1458,1912.0
1459,1090.0
1460,11556.666666666666
1461,1775.0
1462,3171.75
1463,3554.5
1464,1476.0
1465,1431.0
1466,1441.0
1467,1409.0
1468,4439.0
1469,13014.0
1470,1223.0
1471,1432.0
1472,4984.0
1473,1097.0
1474,1200.0
1475,1152.0
1476,4940.0
1477,3594.0
1478,1850.0
1479,1217.0
1480,1152.0
1481,1877.0
1482,1316.0
1483,15239.0
1484,15083.0
1485,21663.0
1486,2395.0
1487,1369.0
1488,2912.0
1489,171306.0
1490,1850.0
1491,1105.0
1492,30809.0
1493,23122.0
1494,1299.0
1495,1999.0
1496,1007.0
1497,2286.0
1498,4131.0
1499,3720.0
1500,7965.0
1501,15128.0
1502,3480.0
1503,1280.0
1504,4632.0
1505,3371.0
1506,14558.0
1507,2724.0
1508,1007.0
1509,2581.0
1510,5460.0
1511,95260.0
1512,1205.0
1513,1452.0
1514,11595.0
1515,8045.5
1516,1732.5
1517,1418.0
1518,5051.5
1519,1090.0
1520,2095.5
1521,1217.5
1522,1715.0
1523,14985.0
1524,3874.0
1525,1176.0
1526,2782.0
1527,1148.0
1528,9832.5
1529,71175.5
1530,63355.0
1531,9447.5
1532,1209.0
1533,1432.0
1534,1925.5
1535,2897.0
1536,1106.0
1537,2292.5
1538,1152.0
1539,1152.0
1540,2046.0
1541,1240.0
1542,6787.5
1543,4550.0
1544,1105.0
1545,1278.0
1546,3171.1428571428573
1547,1982.0
1548,3752.3
1549,12890.666666666666
1550,11118.923076923076
1551,1378.6666666666667
1552,1674.0
1553,1506.25
1554,2269.4285714285716
1555,1742.857142857143
1556,1106.0
1557,1260.0
1558,1960.0
1559,4632.333333333333
1560,10543.857142857143
1561,1612.0
1562,12244.125
1563,1464.5
1564,1305.0
1565,1240.0
1566,2771.5714285714284
1567,69128.57142857143
1568,2715.5
1569,12576.875
1570,2959.6666666666665
1571,1244.0
1572,97144.42857142857
1573,2720.6
1574,14801.5
1575,4794.6
1576,3774.1666666666665
1577,6897.9
1578,3519.7272727272725
1579,1995.3333333333333
1580,1610.0
1581,10900.0
1582,2535.0
1583,6323.857142857143
1584,2412.0
1585,2450.5
1586,2261.0
1587,1143.0
1588,2082.75
1589,1519.6666666666667
1590,11676.538461538461
1591,12354.5
1592,1801.0
1593,1010.0
1594,1433.0
1595,1370.0
1596,1535.75
1597,7825.0
1598,1058.0
1599,6163.0
1600,6195.0
1601,4573.0
1602,7814.0
1603,5729.0
1604,50463.0
1605,10157.0
1606,5436.0
1607,2698.0
1608,2451.0
1609,5482.0
1610,4972.0
1611,1882.0
1612,1141.0
1613,1010.0
1614,1476.142857142857
1615,64550.0
1616,5833.0
1617,1050.0
1618,1457.0
1619,3843.0
1620,3320.32
1621,2180.8333333333335
1622,10996.941176470587
1623,2436.3
1624,2323.35
1625,57757.21568627451
